date,quotation,speaker,qids,probas
2016-08-03,"There are some lingering concerns about whether protectionist actions will be taken, for which Brexit could be one catalyst, but it is way too early to call that. In fact, some of the statements coming out of the new UK government suggests they are very focused on free trade and extending free trade agreements, which of course would be a very good thing for us.",Bill Winters,"['Q19663112', 'Q27958920']","[['Bill Winters', '0.795'], ['None', '0.205']]"
2016-09-05,"There's been a huge amount of coverage on Brexit and the word `pension' has come up a lot of times,",David Millar,"['Q16732601', 'Q358203', 'Q5237562']","[['David Millar', '0.8432'], ['None', '0.1568']]"
2016-12-04,"This applies entirely irrespective of the UK headquarters of the HoldCo or of any repercussions from Brexit,",Carsten Kengeter,['Q19277183'],"[['Carsten Kengeter', '0.8427'], ['None', '0.1573']]"
2016-07-25,Brexit did not have any impact in Q1 and there were no negative reports from clients in the BFSI sector.,Natarajan Chandrasekaran,['Q6968403'],"[['Natarajan Chandrasekaran', '0.5481'], ['None', '0.452']]"
2016-07-25,"I m the only one that said Brexit is going to happen,",Donald Trump,"['Q22686', 'Q27947481']","[['Donald Trump', '0.8247'], ['None', '0.1753']]"
2016-12-07,The French start-up ecosystem has been grabbing attention as investment grows. Meanwhile the UK situation is a bit up in the air with Brexit.,Roxanne Varza,['Q24951633'],"[['Roxanne Varza', '0.9009'], ['None', '0.0908'], ['Xavier Niel', '0.0083']]"
2016-07-24,They'd make Brexit look like an English garden party.,None,[],"[['None', '0.9195'], ['Donald Trump', '0.0805']]"
2016-12-20,"A number of managers were trapped by the selloff and sector rotation at the start of the year, while they failed to capitalise on post-Brexit rally due to lack of risk-taking,",Nicolas Roth,['Q1986680'],"[['Nicolas Roth', '0.8675'], ['None', '0.1283'], ['John Paulson', '0.0021'], ['Crispin Odey', '0.0021']]"
2016-12-01,"Despite the uncertainty caused by Brexit, we are moving forward with this large capital expenditure because London... hosts the largest data centre ecosystem for low-latency FX trading applications,",None,[],"[['None', '0.7731'], ['Brad Bailey', '0.1783'], ['Oliver Wyman', '0.0487']]"
2016-08-09,"I'm confident though that innovative businesses can continue to do well in what are now unpredictable times. The Brexit vote will focus minds and ensure businesses concentrate their attention on remaining resilient and robust,",Jacyn Heavens,['Q23007660'],"[['Jacyn Heavens', '0.8863'], ['None', '0.1137']]"
2016-08-28,"According to sources, she will also `bang a few heads together' in an attempt to stop the feuding between Liam Fox, David Davis and Boris Johnson -- the Ministers who are on the frontline of the Brexit negotiations. Dr Fox, the International Trade Secretary; Mr Johnson, the Foreign Secretary; and Mr Davis, the Secretary of State for Exiting the European Union, were already wary of each other before Mrs May handed them overlapping briefs in her first Cabinet. The three Ministers -- known as the Three Brexiteers -- have spent the summer jostling for position.",None,[],"[['None', '0.6784'], ['Theresa May', '0.3216']]"
2016-05-04,"But a negative decision cannot be disregarded, probably due to political reasons especially in the context of `Brexit' , which is basically contaminating all debates, and also the strong opposition shown by the national regulatory authorities,",Jose Maria Alvarez,['Q4063427'],"[['Jose Maria Alvarez', '0.9785'], ['None', '0.0215']]"
2016-07-01,Delighted to say I'm running for the Conservatives Leadership. Let's make the most of the Brexit opportunities!,None,[],"[['None', '0.641'], ['LIAM FOX', '0.1929'], ['THERESA MAY', '0.1135'], ['ANDREA LEADSOM', '0.0526']]"
2016-07-01,"Enough of the British people were able to recognize the entangling aspects of their alliance with the EU to vote for Brexit,",Art Thompson,['Q4797113'],"[['Art Thompson', '0.9331'], ['None', '0.0669']]"
2016-09-27,I very simply think that in the long run continental Europe may suffer more from Brexit than England itself.,Mathias Döpfner,['Q107797'],"[['Mathias Döpfner', '0.8608'], ['None', '0.1392']]"
2016-12-02,"Our message is clear: We do not want a hard Brexit,",Sarah Olney,['Q27942399'],"[['Sarah Olney', '0.4648'], ['None', '0.3657'], ['Prime Minister Theresa May', '0.0654'], ['Zac Goldsmith', '0.0571'], ['Tim Farron', '0.0266'], ['Sadiq Khan', '0.0195'], ['Christian Wolmar', '0.001']]"
2016-12-15,"The objective is to set out how the Brexit process will be handled by the EU 27 once the UK has notified,",None,[],"[['None', '0.8636'], ['Prime Minister Theresa May', '0.1364']]"
2016-12-15,"Because we voted in the referendum as one United Kingdom, we will negotiate as one United Kingdom, and we will leave the European Union as one United Kingdom. There is no opt-out from Brexit. And I will never allow divisive nationalists to undermine the precious Union between the four nations of our United Kingdom.",None,[],"[['None', '0.7447'], ['Theresa May', '0.1491'], ['David Davis', '0.0554'], ['Philip Hammond', '0.0508']]"
2016-07-01,"Brexit, we're now going through what seems to be a period of regrexit and at some point we're gong to have to embark on fixit, what that will look like, we have absolutely no idea",None,[],"[['None', '0.75'], ['Michael Gove', '0.156'], ['Paul Leyland', '0.094']]"
2016-07-09,"Brexit will change the U.K.'s relationship with the European Union, but it will not change the U.K.'s leading role in NATO,",Jens Stoltenberg,['Q57665'],"[['Jens Stoltenberg', '0.9538'], ['None', '0.0448'], ['Andrzej Duda', '0.0014']]"
2016-12-04,"If Alex Salmond was genuinely interested in EU membership, he would join the Liberal Democrats to advocate a Brexit deal referendum for the British people.",Willie Rennie,['Q2581473'],"[['Willie Rennie', '0.7001'], ['None', '0.1965'], ['Ross Greer', '0.0507'], ['Alex Salmond', '0.0462'], ['Jeremy Wright', '0.0066']]"
2016-07-12,will pursue a policy (Brexit) radically different from the Conservative Party's 2015 manifesto,Jonathan Morgan,"['Q11162843', 'Q16732853', 'Q21570387', 'Q323716', 'Q58579626']","[['Jonathan Morgan', '0.496'], ['Theresa May', '0.3913'], ['None', '0.1127']]"
2016-07-14,"But the whole process of Brexit negotiations, which hasn't started yet, implies financial risks that will be supportive for the metal in the medium term.",David Wilson,"['Q11320682', 'Q167028', 'Q16849502', 'Q19594138', 'Q21453228', 'Q26329468', 'Q2642471', 'Q27683615', 'Q28914261', 'Q29033812', 'Q29643806', 'Q30122994', 'Q3018168', 'Q3019005', 'Q3703375', 'Q39071263', 'Q39073912', 'Q42841755', 'Q5234991', 'Q5241195', 'Q5241198', 'Q5241199', 'Q5241202', 'Q5241203', 'Q5241205', 'Q5241209', 'Q57025576', 'Q676969']","[['David Wilson', '0.9627'], ['None', '0.0373']]"
2016-06-30,"Calling into question the Touquet deal on the pretext that Britain has voted for Brexit and will have to start negotiations to leave the Union doesn't make sense,",None,[],"[['None', '0.79'], ['Bernard Cazeneuve', '0.0962'], ['Natacha Bouchart', '0.0824'], ['Xavier Bertrand', '0.0314']]"
2016-07-03,Forget about Brexit and the rest of the world. It is nothing that will retard growth here in America.,None,[],"[['None', '0.9504'], ['Hillary Clinton', '0.0496']]"
2016-02-19,"I simply cannot believe that at some point today Mr Cameron will not get some concessions out of these people because they must know that if Cameron is sent home totally humiliated, Brexit has got that little bit closer.",Nigel Farage,['Q318471'],"[['Nigel Farage', '0.9587'], ['None', '0.0397'], ['Donald Tusk', '9.0E-4'], ['David Cameron', '5.0E-4'], ['Matteo Renzi', '2.0E-4']]"
2016-07-04,The Brexit impact on Chinese economy is little. China's economy will not suffer a hard landing.,Li Keqiang,['Q18111'],"[['Li Keqiang', '0.9518'], ['None', '0.0482']]"
2016-09-26,"The first televised debate marks the point where Trump vs. Clinton will be even more unavoidable than it already is, and therefore has reminded the markets that Brexit, U.S. interest rates and China's economic slowdown aren't the only macro issues out there to worry about,",None,[],"[['None', '0.9556'], ['Hillary Clinton', '0.0289'], ['Donald Trump', '0.0155']]"
2016-07-14,"Theresa May needed to bring some Brexiteers into the government in order to protect herself and to counter the charge that she is a closet remainer,",None,[],"[['None', '0.6482'], ['Theresa May', '0.3518']]"
2016-09-07,"They're doing OK in the UK as a whole but they're clearly concerned, not about Brexit as such but about the the effect of the devaluation of the pound on their finances. They're worried about the devaluation of the pound in terms of the price of Ford cars coming into the UK.",Garel Rhys,['Q5522758'],"[['Garel Rhys', '0.5245'], ['None', '0.4755']]"
2016-09-30,"We are part of a common external tariff, so we negotiate together with four other countries -- Botswana, Lesotho, Namibia and Swaziland. They have to agree, so it is the prerequisite for all the [ Brexit ] scenarios,",Peter Draper,"['Q51549281', 'Q7173733']","[['Peter Draper', '0.7922'], ['Matthew Stern', '0.1647'], ['None', '0.0431']]"
2016-07-28,We wanted to be the best in the world. But it seems many regions in the world are far ahead of us. Let's use Brexit as a good occasion to reevaluate this.,Robert Fico,['Q57606'],"[['Robert Fico', '0.9392'], ['None', '0.0469'], ['Michael Holden', '0.0081'], ['William James', '0.0058']]"
2016-07-04,"A part of Brexit was this backlash on immigration so what you could see are airlines landing their passengers in Paris, for instance, without having to go through customs because the EU is borderless and that's something that could evolve over time.",None,[],"[['None', '0.8613'], ['Edward Jones', '0.1388']]"
2016-07-12,"After being faced with the prospect of a major slowdown in global activity in the wake of the Brexit vote, governments and central banks worldwide are now expected to do their utmost to reassure markets and provide stimulus.",None,[],"[['None', '0.9027'], ['Ben Bernanke', '0.0875'], ['Shinzo Abe', '0.0039'], ['David Cameron', '0.0031'], ['Theresa May', '0.0029']]"
2016-09-07,"Although early days after the Brexit vote, the textile industry is still showing the confidence to invest which is a healthy indicator that the sector is still growing. This is helped, in part, by government funding, and a strategy to invest in this industry which is so important to Greater Manchester.",Lorna Fitzsimons,['Q545964'],"[['Lorna Fitzsimons', '0.7259'], ['None', '0.2741']]"
2016-09-23,"Boards are going to insist that they make plans [ for life after Brexit ]. Boards are going to insist that they make plans [ for life after Brexit ],",Inga Beale,['Q19606667'],"[['Inga Beale', '0.8842'], ['None', '0.1158']]"
2016-07-14,I got a promise from her that she really meant that Brexit means Breixt.,Chris Grayling,['Q337453'],"[['Chris Grayling', '0.8454'], ['None', '0.1423'], ['Patrick McLoughlin', '0.0123']]"
2016-07-20,"Post-Brexit, a UK-German deal would include free access for their cars and industrial goods, in exchange for a deal on everything else.",None,[],"[['None', '0.5243'], ['David Davis', '0.353'], ['Theresa May', '0.1227']]"
2016-10-25,The public are already turning against Brexit. When will Theresa May listen?,Polly Toynbee,['Q293249'],"[['Polly Toynbee', '0.9051'], ['None', '0.079'], ['Theresa May', '0.0159']]"
2016-07-02,"Brexit should be viewed as an isolated incident. It is too early to come to any conclusion. I don't think anything changes because of it,",Jamshyd Godrej,['Q17006497'],"[['Jamshyd Godrej', '0.8691'], ['Adi Godrej', '0.0689'], ['None', '0.062']]"
2016-09-23,"If Brexit meant that we were to find ourselves moving away from this pan-continental network, we couldn't benefit from those efficiencies and costs would rise. The level of investment in the infrastructure that has delivered these integrated networks makes it a practical non-starter to divest ourselves from the European system,",Richard Murphy,"['Q20635299', 'Q55523382', 'Q57282970', 'Q57847773', 'Q7327951', 'Q7327952', 'Q7327954', 'Q7327955', 'Q7327956']","[['Richard Murphy', '0.9519'], ['None', '0.0481']]"
2016-05-26,It is an argument that has been made against Brexit but there could still be protected status.,Matthew O'Callaghan,['Q12326435'],"[[""Matthew O'Callaghan"", '0.9056'], ['None', '0.0944']]"
