date,quotation,speaker,qids,probas
2020-01-22,"At times it felt like we would never cross the Brexit finish line, but we've done it. Now we can put the rancour and division of the past three years behind us,",Boris Johnson,['Q180589'],"[['Boris Johnson', '0.545'], ['None', '0.3915'], ['Theresa May', '0.0552'], ['Queen Elizabeth II', '0.0084']]"
2020-01-06,"I'm looking forward to the challenge of leading the Board. Wales faces difficult times with the uncertainty of Brexit, and I hope to help ensure that Menter a Busnes continues its substantial contribution to the rural economy. Menter a Busnes has been built on firm foundations, and it will be exciting to focus on its further growth as we look towards the next 30 years.",Alun Jones,"['Q13125469', 'Q4737498']","[['Alun Jones', '0.9418'], ['None', '0.052'], ['Siân Lloyd', '0.0062']]"
2020-03-12,to our dear good friends in the UK... that in any Brexit deal the Good Friday accords must be honoured or there could not be a US-UK trade agreement.,Nancy Pelosi,['Q170581'],"[['Nancy Pelosi', '0.7223'], ['None', '0.2568'], ['Leo Varadkar', '0.0113'], ['president Donald Trump', '0.0096']]"
2020-02-09,wallow in the Brexit mess,None,[],"[['None', '0.4204'], ['Alan Simpson', '0.3825'], ['Ed Miliband', '0.0999'], ['David Cameron', '0.0508'], ['Tony Blair', '0.0465']]"
2020-02-05,We are aware of the incident on a flight into the UK on February 3 and the officer involved has since been removed from operational duties. Read more Cameron `turned down Johnson offer to head UN climate summit' David Cameron has earned £ 1.6 m since Brexit vote David Cameron was right -- the EU referendum did save the Tories,None,[],"[['None', '0.8405'], ['David Cameron', '0.1595']]"
2020-01-14,EU trade chief foresees `financial services for fishing' Brexit bargain.,Phil Hogan,['Q983508'],"[['Phil Hogan', '0.6316'], ['None', '0.2974'], ['Nicola Sturgeon', '0.071']]"
2020-01-29,"We are now moving very quickly in terms of the next stage of Brexit and we have been preparing for that for quite some time,",Simon Coveney,['Q1670096'],"[['Simon Coveney', '0.8226'], ['Boris Johnson', '0.1166'], ['None', '0.0608']]"
2020-01-17,And the Brexit result was the biggest democratic decision this country has ever made.,None,[],"[['None', '0.425'], ['Richard Tice', '0.2571'], ['Big Ben', '0.2299'], ['Ann Widdecombe', '0.056'], ['Mark Francois', '0.0319']]"
2020-01-31,"Shechita UK has had an ongoing dialogue with DEFRA since the referendum to ensure that shechita is protected post-Brexit and, as of today, we are not expecting any significant changes post the transition period.",Shimon Cohen,"['Q7010478', 'Q7496985']","[['Shimon Cohen', '0.8028'], ['None', '0.1972']]"
2020-02-15,"The practical difficulties will be immense because there never was any planning for Brexit. Whenever we ask government officials what the situation will be with taking instruments from country to country, the answer is: `Sorry, we have no idea' .",Simon Rattle,['Q157814'],"[['Simon Rattle', '0.8451'], ['None', '0.1549']]"
2020-01-02,"We have had a huge discussion about what to do about BrexitCentral, and we have come to the conclusion that basically BrexitCentral should come to an end on January 31 or a few days afterwards.",None,[],"[['None', '0.6527'], ['Matthew Elliott', '0.3473']]"
2020-04-14,Also when the EU operated with the opponents of Brexit to try and make Brexit as difficult as possible.,None,[],"[['None', '0.8162'], ['John Redwood', '0.1838']]"
2020-01-16,boundaries and belonging in a post-Brexit world,None,[],"[['None', '0.7805'], ['Big Ben', '0.1774'], [""Ryan O'Neill"", '0.0421']]"
2020-03-02,"Mike has made a superb contribution to the work of the Scottish Government, above all in his current role of articulating the case for Scotland as an independent European nation; during the Brexit process, he vastly outshone his ministerial counterparts at Westminster. I completely understand why he is stepping down from public office, but I'm sure he will remain a key player within the SNP and wider Yes movement.",None,[],"[['None', '0.6879'], ['Mike Russell', '0.3121']]"
2020-02-06,"The Sinn Fein rise is real. It's our Trump, Brexit, Lega, Le Pen, or even our Corbyn. Everything is changing. There's a global theme.",None,[],"[['None', '0.8942'], ['Leo Varadkar', '0.1058']]"
2020-01-15,"Today Ireland is a strong and confident country, with the fastest growing economy in the EU and more people at work than ever before... And all this in spite of the spectre of Brexit.",Ursula von der Leyen,['Q60772'],"[['Ursula von der Leyen', '0.8504'], ['None', '0.1496']]"
2020-02-05,whatever agreement is reached on our future relationship Brexit will always be a matter of damage limitation,Michel Barnier,['Q438465'],"[['Michel Barnier', '0.8952'], ['None', '0.1048']]"
2020-02-28,"Euroscola is such an important programme in engaging young people to find out more about the work of the European Parliament. We can feel very detached from the decision-making processes that take place in our European Institutions, decisions that can have a real impact on our lives here in Ireland. At a time when Brexit and other factors can make it seem like the future of the European project is under threat, it is very reassuring as an MEP to know that there are so many talented young people taking an interest in the EU and its structures. I look forward to welcoming today's prize winners to Strasbourg later this year.",Ciaran Cuffe,['Q380310'],"[['Ciaran Cuffe', '0.8243'], ['None', '0.1757']]"
2020-01-10,That's important because it means Labour will be moving on from the Brexit debate.,Keir Starmer,['Q6383803'],"[['Keir Starmer', '0.5756'], ['None', '0.2414'], ['Patrick Diamond', '0.1667'], ['Jeremy Corbyn', '0.0163']]"
2020-01-13,How to sell Brexit: A crash course by the Conservative Party...,None,[],"[['None', '0.5495'], ['Nicola Sturgeon', '0.2297'], ['Alan Brown', '0.2208']]"
2020-01-14,"Now we have got [ Brexit ] out of the way we can get on with what we were hoping to do four or five years ago,",Nickie Aiken,['Q56709363'],"[['Nickie Aiken', '0.8829'], ['None', '0.1077'], ['George Osborne', '0.0049'], ['David Cameron', '0.0045']]"
2020-02-18,serious concerns about the UK's post-Brexit strategy to turn the City of London into a `Singapore-on-Thames ',John Christensen,"['Q5608314', 'Q6226001', 'Q6226002']","[['John Christensen', '0.8466'], ['None', '0.1534']]"
2020-01-22,Any attempt by the UK to leave the EU on 31st January 2020 will cause legal uncertainty and chaos which I call `Mayhem Brexit' .,Andrew Watt,"['Q19578223', 'Q24005266']","[['Andrew Watt', '0.8322'], ['None', '0.1573'], ['BORIS Johnson', '0.0105']]"
2020-01-28,"I for one shall be asking shopkeepers for `two 20p pieces and a 10' if they offer me a 50p coin pretending that Brexit is about `peace, prosperity and friendship with all nations' ,",Alastair Campbell,"['Q29642440', 'Q653236']","[['Alastair Campbell', '0.8899'], ['None', '0.0938'], ['Ali Campbell', '0.0084'], ['Big Ben', '0.0079']]"
2020-03-22,"This simply doesn't leave it with sufficient bandwidth to conduct the negotiations as planned. Johnson should be able to get away with asking for an extension in those circumstances: even most Brexiteers, one presumes, would understand.",Tim Bale,['Q7803121'],"[['Tim Bale', '0.8955'], ['None', '0.1045']]"
2020-03-15,"But now I'm as curious as others, what's going on. And because I move in these liberal circles, it can be kind of like a bubble, so I'd like to ask people about Brexit, and what will happen to the relationship with England. All that stuff. I like to hear what people think. I'm looking forward to coming to Scotland again. Debbie is too.",Chris Stein,['Q861227'],"[['Chris Stein', '0.7579'], ['None', '0.196'], ['Debbie Harry', '0.0461']]"
2020-01-28,"Then back for Brexit Day celebration at Parliament Sq, starting 9pm on Fri 31 Jan; come and join tens of thousands others for the fun!",Richard Tice,['Q23769958'],"[['Richard Tice', '0.9331'], ['None', '0.0504'], ['Rupert Lowe', '0.0165']]"
2020-02-28,"didn't start with Brexit. It started with raising tuition fees to £ 9,000, which means that only rich people can afford to study nonstandard subjects. I come from Germany, where education is still free, and I think it is everybody's right and I am totally against fees and charging for education because it has turned archaeology into a niche subject for people who can afford it.",Ulrike Sommer,"['Q2477477', 'Q55363080']","[['Ulrike Sommer', '0.8861'], ['None', '0.1139']]"
2020-03-19,"I'm a big fan of `Question Time' , but Brexit destroyed that show for me",Ashley Walters,"['Q17111671', 'Q726074']","[['Ashley Walters', '0.719'], ['None', '0.281']]"
2020-02-23,PM Boris Johnson holding up a Brexit blue passport was always going to send the Remainers tonto!,Rupert Lowe,['Q7380323'],"[['Rupert Lowe', '0.4039'], ['None', '0.3418'], ['Boris Johnson', '0.1423'], ['Theresa May', '0.1119']]"
2020-01-31,"With a Tory government and Brexit, we are all doomed.",None,[],"[['None', '0.7929'], ['Stuart Robertson', '0.2071']]"
2020-01-30,"After Brexit, the UK should be ready for several things when it comes to science. First, the country will have much less of a voice in defining future EU programmes. The uncertainty the country has lived under recently will not go away either. As a result, in addition to the discomfort and difficulty in planning for British scientists, the UK will experience a loss of credibility in building partnerships with European partners.",Mark Ferguson,"['Q17180491', 'Q22959114', 'Q27524966', 'Q3390514', 'Q6767590', 'Q6767592']","[['Mark Ferguson', '0.8063'], ['None', '0.153'], ['Andreas Mortensen', '0.0407']]"
2020-01-31,Are you 100 per cent that every aspect of Brexit will be a success?,None,[],"[['None', '0.8624'], ['Mark Francois', '0.1376']]"
2020-02-06,"Driven by strong underlying demand in North American non-residential roofing, Carlisle delivered record fourth quarter sales, operating income and diluted EPS. We accomplished these results despite the continued negative impact in the global driven by US/China trade negotiations, Brexit uncertainty, global industrial production declines and significant commercial aerospace production delays at a key customer.",Chris Koch,['Q2964765'],"[['Chris Koch', '0.9804'], ['None', '0.0196']]"
2020-02-03,"I think now that we've got, in effect, Brexit sorted, at least to know where we're going.",Nigel Farage,['Q318471'],"[['Nigel Farage', '0.5796'], ['None', '0.3678'], ['Boris Johnson', '0.0526']]"
2020-01-14,"If Brexit is about putting the British brand around the world -- then the UK dairy sector can deliver that,",Stuart Roberts,"['Q27924857', 'Q7626211', 'Q7627025', 'Q7627026']","[['Stuart Roberts', '0.9463'], ['None', '0.0537']]"
2020-01-03,"Indicators of UK economic activity were fairly volatile for much of 2019, but the underlying pace of growth appeared to slow through the year as a result of weaker global growth and an intensification of Brexit uncertainty,",Robert Gardner,"['Q7344670', 'Q7344677']","[['Robert Gardner', '0.8961'], ['None', '0.1039']]"
2020-01-22,Brexit: Price rises warning after chancellor vows EU rules divergence,Tim Martin,"['Q20670776', 'Q20713880', 'Q7803899', 'Q7803900']","[['Tim Martin', '0.8483'], ['None', '0.1517']]"
2020-01-31,Say what you like about us Brexiteers but we know how to have a good knees-up!,Martin Daubney,"['Q16732044', 'Q6775257']","[['Martin Daubney', '0.9093'], ['None', '0.0868'], ['Nigel Farage', '0.0039']]"
2020-02-11,a bit of stability with Brexit coming down the road and everything else - there is a lot of uncertainty.,Peter Fitzpatrick,"['Q51203843', 'Q7174003', 'Q7174004']","[['Peter Fitzpatrick', '0.6711'], ['None', '0.2852'], ['Pearse Doherty', '0.0437']]"
